humerus,ulna,femur,tibia,species,sex,HSEMA,USEMA,FSEMA,TSEMA
7.668023733,17.09700662,22.86458527,31.62560694,B,F,9.738552567,16.31691574,26.85433784,35.30279618
8.560917661,18.89480207,23.78498895,32.64383168,B,F,8.770768367,18.45112756,26.82525032,35.37843155
7.039182414,16.94614018,23.99309424,32.74400713,B,F,9.201985445,17.20353327,27.08739459,35.74895169
7.42742793,16.6970988,24.48016219,32.86350433,B,F,10.41520376,16.95216229,25.29972866,33.77030291
8.066428501,16.14221657,24.29581894,33.66684939,B,F,9.7835036,17.72701228,25.35735144,34.60597581
7.037499317,17.5865433,24.95459865,33.27314812,B,F,9.804508861,17.13908939,26.16991968,35.07715555
5.877843027,17.47588602,23.31935895,32.431438,B,F,9.956926359,18.7313858,24.59529293,33.71445602
7.877371493,15.35086861,25.00010403,32.30567101,B,F,9.425807037,17.58655229,26.08337276,36.17234641
8.177271652,18.83243341,24.73566643,32.56083677,B,F,10.02720029,18.65223912,25.00138701,33.32797098
6.662038486,15.72719603,25.19379091,34.13343008,B,F,9.798005135,17.62866677,26.19089738,34.79165902
8.426427237,16.61657331,24.52171986,33.560473,B,F,10.35598903,17.51047008,26.41082134,32.85242888
8.712811406,14.46634797,26.37831273,34.32165863,B,F,9.807911863,17.47264453,26.71771359,34.86863348
8.164873616,16.59021021,25.79310253,34.6940483,B,M,8.164873616,16.59021021,25.79310253,34.6940483
8.699445761,16.22605723,25.28848502,34.50412181,B,M,8.699445761,16.22605723,25.28848502,34.50412181
8.889226313,15.50108468,25.95338626,34.68284568,B,M,8.889226313,15.50108468,25.95338626,34.68284568
7.815040858,17.6649764,26.18298815,34.66631419,B,M,7.815040858,17.6649764,26.18298815,34.66631419
7.89350628,16.67441659,27.22497724,35.23873588,B,M,7.89350628,16.67441659,27.22497724,35.23873588
7.812849399,17.91179015,25.7875118,35.09504888,B,M,7.812849399,17.91179015,25.7875118,35.09504888
9.252156424,16.73469155,25.25382828,32.95965834,B,M,9.252156424,16.73469155,25.25382828,32.95965834
8.344496036,17.58844667,26.31887543,34.50300825,B,M,8.344496036,17.58844667,26.31887543,34.50300825
8.844423109,17.72055734,25.38788776,33.77645213,B,M,8.844423109,17.72055734,25.38788776,33.77645213
9.527044268,16.51674554,25.32882099,33.75219465,B,M,9.527044268,16.51674554,25.32882099,33.75219465
8.948122034,16.40880706,26.23168325,34.94922958,B,M,8.948122034,16.40880706,26.23168325,34.94922958
9.334044977,18.08406005,25.08967182,32.09121918,B,M,9.334044977,18.08406005,25.08967182,32.09121918
8.774127283,16.74984494,26.99344979,34.71898958,B,M,8.774127283,16.74984494,26.99344979,34.71898958
9.087646829,17.28611123,25.22197152,34.98000927,B,M,9.087646829,17.28611123,25.22197152,34.98000927
9.51545879,17.65186408,24.69636044,34.3325306,B,M,9.51545879,17.65186408,24.69636044,34.3325306
8.625351295,17.62141065,26.59937962,35.23868483,B,M,8.625351295,17.62141065,26.59937962,35.23868483
8.836405649,18.13848714,25.83499283,34.66822543,B,M,8.836405649,18.13848714,25.83499283,34.66822543
9.136983681,16.70842837,27.80065509,34.55078281,B,M,9.136983681,16.70842837,27.80065509,34.55078281
10.35389988,16.72286377,25.03766406,33.85015127,B,M,10.35389988,16.72286377,25.03766406,33.85015127
9.74754843,16.88392737,25.95582855,35.37563553,B,M,9.74754843,16.88392737,25.95582855,35.37563553
9.563183474,19.4983684,24.58871539,33.09554608,B,M,9.563183474,19.4983684,24.58871539,33.09554608
9.866145306,19.1572381,24.54048167,33.12676072,B,M,9.866145306,19.1572381,24.54048167,33.12676072
10.30656745,18.82407024,24.04704336,33.52965236,B,M,10.30656745,18.82407024,24.04704336,33.52965236
9.784349557,17.03076877,26.55622144,35.50066111,B,M,9.784349557,17.03076877,26.55622144,35.50066111
10.16657744,17.08058106,27.07715418,33.73924574,B,M,10.16657744,17.08058106,27.07715418,33.73924574
9.274530936,18.41190952,26.77562601,34.74055623,B,M,9.274530936,18.41190952,26.77562601,34.74055623
9.592771947,16.75436817,27.51304992,35.95034495,B,M,9.592771947,16.75436817,27.51304992,35.95034495
10.13423192,18.54289212,26.78135603,35.47507813,B,M,10.13423192,18.54289212,26.78135603,35.47507813
9.943035256,19.42017156,26.41072812,35.09000563,B,M,9.943035256,19.42017156,26.41072812,35.09000563
9.524208026,19.26327564,27.60600568,36.14596985,B,M,9.524208026,19.26327564,27.60600568,36.14596985
8.426774105,18.93604345,20.30693337,26.65052632,C,F,8.515334105,19.09458345,20.20934337,26.49641632
9.130691586,19.14915604,20.8201401,26.87528645,C,F,9.219251586,19.30769604,20.7225501,26.72117645
8.801591441,19.37173437,21.18455394,27.19895094,C,F,8.890151441,19.53027437,21.08696394,27.04484094
8.340340724,19.24100915,22.32738341,27.84966777,C,F,8.428900724,19.39954915,22.22979341,27.69555777
9.292971025,18.87718895,20.83317185,27.55083389,C,F,9.381531025,19.03572895,20.73558185,27.39672389
8.687417095,18.53694664,22.61981371,27.97607379,C,F,8.775977095,18.69548664,22.52222371,27.82196379
8.814684636,19.79012968,21.36436085,28.28983169,C,F,8.903244636,19.94866968,21.26677085,28.13572169
9.586903483,19.6599542,20.72722903,28.06864106,C,F,9.675463483,19.8184942,20.62963903,27.91453106
9.782737527,18.85993919,20.45260199,29.33714142,C,F,9.871297527,19.01847919,20.35501199,29.18303142
9.179502787,19.98559717,21.83892358,27.92473514,C,F,9.268062787,20.14413717,21.74133358,27.77062514
10.07203401,19.80375376,21.38830007,28.13578414,C,F,10.16059401,19.96229376,21.29071007,27.98167414
9.697071717,20.02262151,22.14318828,27.96940232,C,F,9.785631717,20.18116151,22.04559828,27.81529232
10.32301677,19.71533645,21.48171149,27.64775547,C,F,10.41157677,19.87387645,21.38412149,27.49364547
9.740360822,20.09866965,22.70982891,27.93013602,C,F,9.828920822,20.25720965,22.61223891,27.77602602
9.943450387,20.51280334,21.44605263,28.638878,C,F,10.03201039,20.67134334,21.34846263,28.484768
9.698775639,19.85515372,22.62837146,29.37628645,C,F,9.787335639,20.01369372,22.53078146,29.22217645
11.33781723,20.85539859,19.11448136,28.94844949,C,F,11.42637723,21.01393859,19.01689136,28.79433949
10.30970404,19.7866418,22.1052931,29.06668704,C,F,10.39826404,19.9451818,22.0077031,28.91257704
9.987859144,20.10193406,22.42205359,29.570388,C,F,10.07641914,20.26047406,22.32446359,29.416278
10.78365419,21.3910479,21.0553474,27.63176967,C,F,10.87221419,21.5495879,20.9577574,27.47765967
9.492188935,20.36749408,23.16233729,30.0045333,C,F,9.580748935,20.52603408,23.06474729,29.8504233
10.4850866,20.70357145,21.90732692,28.44571734,C,F,10.5736466,20.86211145,21.80973692,28.29160734
10.80707753,20.08795112,22.77842999,27.48650713,C,F,10.89563753,20.24649112,22.68083999,27.33239713
11.15476876,20.54238919,20.79906019,28.70709792,C,F,11.24332876,20.70092919,20.70147019,28.55298792
10.72774385,20.67656883,21.47246878,29.78907299,C,F,10.81630385,20.83510883,21.37487878,29.63496299
10.55077867,20.56427326,21.89085001,30.35191054,C,F,10.63933867,20.72281326,21.79326001,30.19780054
11.32730406,21.48513297,20.76669163,28.60653103,C,F,11.41586406,21.64367297,20.66910163,28.45242103
10.54825501,21.74407367,22.40845075,29.49331933,C,F,10.63681501,21.90261367,22.31086075,29.33920933
11.94660401,22.43789111,20.97372831,29.35231108,C,F,12.03516401,22.59643111,20.87613831,29.19820108
12.2999112,21.49373969,22.70378286,29.77578272,C,F,12.3884712,21.65227969,22.60619286,29.62167272
8.612760326,18.7791534,19.81650525,28.25761346,C,M,8.612760326,18.7791534,19.81650525,28.25761346
7.915180142,19.52692857,21.68985133,27.51766759,C,M,7.915180142,19.52692857,21.68985133,27.51766759
9.009073895,18.67809784,20.83159513,27.78618567,C,M,9.009073895,18.67809784,20.83159513,27.78618567
8.576324377,19.82489708,20.17234908,29.23449897,C,M,8.576324377,19.82489708,20.17234908,29.23449897
9.671533353,19.08772312,20.96597684,26.87157835,C,M,9.671533353,19.08772312,20.96597684,26.87157835
9.773880704,19.45306723,19.55207569,28.20703424,C,M,9.773880704,19.45306723,19.55207569,28.20703424
9.394043179,19.11843185,21.58773734,27.37361663,C,M,9.394043179,19.11843185,21.58773734,27.37361663
9.049425701,19.9126652,20.91030638,28.3578673,C,M,9.049425701,19.9126652,20.91030638,28.3578673
9.721130462,19.75879266,21.68831159,26.20449774,C,M,9.721130462,19.75879266,21.68831159,26.20449774
9.226693612,19.23282445,22.06340574,29.22608356,C,M,9.226693612,19.23282445,22.06340574,29.22608356
9.906449683,20.07671292,21.93980938,27.59328826,C,M,9.906449683,20.07671292,21.93980938,27.59328826
10.79206977,20.14460414,19.93142941,27.84677561,C,M,10.79206977,20.14460414,19.93142941,27.84677561
10.25658372,21.07257523,20.29279164,27.7332297,C,M,10.25658372,21.07257523,20.29279164,27.7332297
9.182150615,19.10077292,24.24963037,28.90016005,C,M,9.182150615,19.10077292,24.24963037,28.90016005
10.82774188,20.19542701,19.10020979,29.68160404,C,M,10.82774188,20.19542701,19.10020979,29.68160404
9.84404203,19.47149878,22.47885323,30.0514741,C,M,9.84404203,19.47149878,22.47885323,30.0514741
9.986556725,21.02974708,21.7665268,28.87222011,C,M,9.986556725,21.02974708,21.7665268,28.87222011
10.28218274,21.3995782,21.95835563,27.40276617,C,M,10.28218274,21.3995782,21.95835563,27.40276617
10.32820854,21.18716796,21.91386895,27.76982735,C,M,10.32820854,21.18716796,21.91386895,27.76982735
10.33733211,20.57986361,22.97771306,27.27384192,C,M,10.33733211,20.57986361,22.97771306,27.27384192
10.64636194,21.77399368,19.67677325,29.29815099,C,M,10.64636194,21.77399368,19.67677325,29.29815099
10.70603695,20.8084734,21.26327179,28.60740754,C,M,10.70603695,20.8084734,21.26327179,28.60740754
10.32564653,20.02464697,23.11074802,28.7509234,C,M,10.32564653,20.02464697,23.11074802,28.7509234
11.29491093,20.06344652,21.84408767,28.29469369,C,M,11.29491093,20.06344652,21.84408767,28.29469369
11.04516793,20.49023827,21.9967116,28.68878392,C,M,11.04516793,20.49023827,21.9967116,28.68878392
11.98393412,21.54053438,20.43998327,27.31478072,C,M,11.98393412,21.54053438,20.43998327,27.31478072
11.38635635,21.38875882,22.18790157,28.32931607,C,M,11.38635635,21.38875882,22.18790157,28.32931607
10.74119695,21.42672984,23.85955016,29.06790346,C,M,10.74119695,21.42672984,23.85955016,29.06790346
11.03145329,22.05185764,22.05332718,30.21343566,C,M,11.03145329,22.05185764,22.05332718,30.21343566
12.0793821,22.21124112,22.58564478,29.29943414,C,M,12.0793821,22.21124112,22.58564478,29.29943414
8.294274486,20.23366906,26.77643226,35.44593383,D,F,9.748964486,21.58240906,27.93325226,36.53196383
9.088871759,19.32309817,26.66815385,35.64254919,D,F,10.54356176,20.67183817,27.82497385,36.72857919
9.207250119,20.08202975,25.71238055,35.58238597,D,F,10.66194012,21.43076975,26.86920055,36.66841597
9.042858574,20.81244007,27.00029279,35.58276425,D,F,10.49754857,22.16118007,28.15711279,36.66879425
9.898249198,21.03254377,26.82193236,34.57102985,D,F,11.3529392,22.38128377,27.97875236,35.65705985
10.32537519,20.73294209,25.05054856,36.09095379,D,F,11.78006519,22.08168209,26.20736856,37.17698379
9.621168071,20.85851928,27.32147966,36.47509598,D,F,11.07585807,22.20725928,28.47829966,37.56112598
9.877273209,21.28431868,26.40743131,36.24485365,D,F,11.33196321,22.63305868,27.56425131,37.33088365
9.308989161,21.4805107,27.63931758,37.30468942,D,F,10.76367916,22.8292507,28.79613758,38.39071942
10.59406728,21.14691806,26.13130025,35.62192832,D,F,12.04875728,22.49565806,27.28812025,36.70795832
9.804902575,21.44125674,27.33816342,37.06319821,D,F,11.25959258,22.78999674,28.49498342,38.14922821
10.34328964,21.31179323,26.79533292,36.06397433,D,F,11.79797964,22.66053323,27.95215292,37.15000433
9.459746146,22.42581927,27.89354398,36.21668062,D,F,10.91443615,23.77455927,29.05036398,37.30271062
9.662799078,21.37568752,27.90975767,37.24883378,D,F,11.11748908,22.72442752,29.06657767,38.33486378
10.46394853,21.44461533,25.85789503,37.09649922,D,F,11.91863853,22.79335533,27.01471503,38.18252922
10.48304888,21.66533386,26.1744585,36.32875703,D,F,11.93773888,23.01407386,27.3312785,37.41478703
10.65160693,21.06899441,27.30915244,35.46767061,D,F,12.10629693,22.41773441,28.46597244,36.55370061
10.32219025,20.82078246,27.05270485,37.40297664,D,F,11.77688025,22.16952246,28.20952485,38.48900664
9.800828074,21.83331994,27.54950306,37.08230348,D,F,11.25551807,23.18205994,28.70632306,38.16833348
10.89427315,20.4028651,27.44303655,35.97173173,D,F,12.34896315,21.7516051,28.59985655,37.05776173
10.30360273,21.17830288,26.83599437,37.49147656,D,F,11.75829273,22.52704288,27.99281437,38.57750656
9.890554738,21.93179001,28.11723821,36.57026855,D,F,11.34524474,23.28053001,29.27405821,37.65629855
9.732208032,21.5381519,28.61855279,37.57104755,D,F,11.18689803,22.8868919,29.77537279,38.65707755
9.91420748,22.19678486,27.90023632,37.42733554,D,F,11.36889748,23.54552486,29.05705632,38.51336554
10.13853554,21.89674048,27.5991766,37.60537102,D,F,11.59322554,23.24548048,28.7559966,38.69140102
10.78304489,21.46394535,27.69617286,36.37116735,D,F,12.23773489,22.81268535,28.85299286,37.45719735
11.10191665,21.92300068,26.36246142,36.59344981,D,F,12.55660665,23.27174068,27.51928142,37.67947981
11.10188525,20.99669338,27.65252454,36.44065909,D,F,12.55657525,22.34543338,28.80934454,37.52668909
10.43672491,21.39334094,28.10992552,37.69866225,D,F,11.89141491,22.74208094,29.26674552,38.78469225
10.56707798,21.99019179,27.95289932,36.60594987,D,F,12.02176798,23.33893179,29.10971932,37.69197987
10.67472344,21.59474524,27.35552371,37.92309953,D,M,10.67472344,21.59474524,27.35552371,37.92309953
10.37288232,22.23471393,27.82092819,37.37841039,D,M,10.37288232,22.23471393,27.82092819,37.37841039
10.67308575,21.65879861,27.42228301,37.89369025,D,M,10.67308575,21.65879861,27.42228301,37.89369025
11.33638912,21.83946208,26.25861175,37.17683942,D,M,11.33638912,21.83946208,26.25861175,37.17683942
11.12671186,22.15931664,27.39138892,36.60945609,D,M,11.12671186,22.15931664,27.39138892,36.60945609
11.31748279,21.91752345,27.22501955,37.12293542,D,M,11.31748279,21.91752345,27.22501955,37.12293542
10.93938209,21.43126867,28.25233621,37.99384202,D,M,10.93938209,21.43126867,28.25233621,37.99384202
11.38904308,21.77246701,27.5975751,37.28322578,D,M,11.38904308,21.77246701,27.5975751,37.28322578
11.1174523,22.21401887,27.63758997,37.67300152,D,M,11.1174523,22.21401887,27.63758997,37.67300152
10.89828691,22.12040527,27.9645023,38.23677493,D,M,10.89828691,22.12040527,27.9645023,38.23677493
11.5099519,21.96176177,28.16568938,36.52991023,D,M,11.5099519,21.96176177,28.16568938,36.52991023
11.53737496,22.14012194,27.94343579,36.6070902,D,M,11.53737496,22.14012194,27.94343579,36.6070902
11.33531358,21.8102547,29.20454341,36.29223048,D,M,11.33531358,21.8102547,29.20454341,36.29223048
11.54818134,21.85076976,27.53683532,37.73401383,D,M,11.54818134,21.85076976,27.53683532,37.73401383
11.61196973,23.0433631,27.09655312,36.24990628,D,M,11.61196973,23.0433631,27.09655312,36.24990628
10.86936098,22.58161009,28.82465482,37.29864977,D,M,10.86936098,22.58161009,28.82465482,37.29864977
11.23846273,23.02093128,27.5106712,37.11228223,D,M,11.23846273,23.02093128,27.5106712,37.11228223
10.71567154,22.50613155,29.29711155,37.46604322,D,M,10.71567154,22.50613155,29.29711155,37.46604322
11.09707882,22.30259628,28.40829626,37.80628703,D,M,11.09707882,22.30259628,28.40829626,37.80628703
11.55798177,22.88855435,27.77421186,37.12393514,D,M,11.55798177,22.88855435,27.77421186,37.12393514
11.95863382,22.78176585,27.85598282,36.73124042,D,M,11.95863382,22.78176585,27.85598282,36.73124042
11.51113113,22.61656043,28.12221313,38.18876033,D,M,11.51113113,22.61656043,28.12221313,38.18876033
11.16431891,22.7129181,28.63301446,38.63998091,D,M,11.16431891,22.7129181,28.63301446,38.63998091
11.2239074,23.79176038,30.6598125,37.49470264,D,M,11.2239074,23.79176038,30.6598125,37.49470264
12.43214227,23.25668237,28.39963395,38.18480588,D,M,12.43214227,23.25668237,28.39963395,38.18480588
11.98370611,23.70158015,30.54227543,37.35362539,D,M,11.98370611,23.70158015,30.54227543,37.35362539
13.06391329,23.5624703,28.69174048,38.62412946,D,M,13.06391329,23.5624703,28.69174048,38.62412946
12.65284447,23.9855405,29.42372206,38.92319954,D,M,12.65284447,23.9855405,29.42372206,38.92319954
12.83042517,23.97017673,29.43097397,39.13237941,D,M,12.83042517,23.97017673,29.43097397,39.13237941
13.06774438,24.3202958,29.95548958,38.67676874,D,M,13.06774438,24.3202958,29.95548958,38.67676874
3.214618603,8.036071501,13.51778702,19.01130848,E,F,3.223268603,8.045491501,13.60387702,19.10324848
3.618698693,8.471698929,14.45230224,18.19990647,E,F,3.627348693,8.481118929,14.53839224,18.29184647
3.255395859,8.473324048,15.42996583,20.02277299,E,F,3.264045859,8.482744048,15.51605583,20.11471299
3.978046373,9.080839857,13.43474683,18.8787313,E,F,3.986696373,9.090259857,13.52083683,18.9706713
3.509521987,8.405528179,15.15634392,20.70593618,E,F,3.518171987,8.414948179,15.24243392,20.79787618
4.1716537,8.998203804,15.52305877,20.06621526,E,F,4.1803037,9.007623804,15.60914877,20.15815526
4.498525876,9.448346217,14.63948164,19.82853704,E,F,4.507175876,9.457766217,14.72557164,19.92047704
4.595959139,8.723819874,14.98695407,20.80914798,E,F,4.604609139,8.733239874,15.07304407,20.90108798
4.783094978,8.524583996,15.61744699,19.90095245,E,F,4.791744978,8.534003996,15.70353699,19.99289245
4.462603499,9.762043148,14.7623821,20.59983122,E,F,4.471253499,9.771463148,14.8484721,20.69177122
4.724382649,9.897135134,14.81103543,19.59753258,E,F,4.733032649,9.906555134,14.89712543,19.68947258
5.229635221,9.881575286,13.98771643,19.05881283,E,F,5.238285221,9.890995286,14.07380643,19.15075283
4.939063938,9.46280402,14.93334257,20.64211614,E,F,4.947713938,9.47222402,15.01943257,20.73405614
5.380982881,10.63365731,13.41577791,18.87847967,E,F,5.389632881,10.64307731,13.50186791,18.97041967
4.786388707,10.0206066,15.67658515,19.62828536,E,F,4.795038707,10.0300266,15.76267515,19.72022536
4.879231517,10.49567672,15.02067043,19.39841893,E,F,4.887881517,10.50509672,15.10676043,19.49035893
5.428925002,9.645383317,14.02323519,21.07971696,E,F,5.437575002,9.654803317,14.10932519,21.17165696
5.227871036,10.62457347,14.56623384,19.18658101,E,F,5.236521036,10.63399347,14.65232384,19.27852101
4.689755474,10.72900017,15.81852318,19.60882547,E,F,4.698405474,10.73842017,15.90461318,19.70076547
5.634717626,9.509186033,15.48804251,20.39082148,E,F,5.643367626,9.518606033,15.57413251,20.48276148
5.291808316,10.4219827,15.78412047,20.54965886,E,F,5.300458316,10.4314027,15.87021047,20.64159886
5.826453413,10.69012441,14.72826535,19.57329983,E,F,5.835103413,10.69954441,14.81435535,19.66523983
5.222875397,10.83837514,15.54714373,21.01717818,E,F,5.231525397,10.84779514,15.63323373,21.10911818
5.045888121,10.51653271,16.67955979,21.62714555,E,F,5.054538121,10.52595271,16.76564979,21.71908555
5.941159372,10.76384226,14.94831807,20.48691632,E,F,5.949809372,10.77326226,15.03440807,20.57885632
5.438441802,11.26789903,15.27200844,21.10453469,E,F,5.447091802,11.27731903,15.35809844,21.19647469
5.260637634,10.8411919,16.66962538,21.72985318,E,F,5.269287634,10.8506119,16.75571538,21.82179318
